      # name ref Mv logRe logM* logSigma_e
       2092  8  -8.2  0.554  5.581  3.675
       2092  8  -8.3  0.195  5.725  4.537
       2092  8  -8.8  0.441  5.833  4.153
       2092  8  -5.6  0.346  4.593  3.103
       2092  8  -6.4  0.597  5.261  3.269
       2092  8  -5.3  0.236  4.444  3.174
       2092  8  -6.2  0.267  4.843  3.510
       2092  8  -8.8  0.373  5.989  4.443
       2092  8  -7.7  0.476  5.314  3.564
       2092  8  -6.2  0.543  5.164  3.280
       2092  8  -7.7  0.401  5.356  3.757
       2092  8  -6.8  0.249  5.017  3.721
       2092  8  -6.5  0.373  4.904  3.361
       2092  8  -8.1  0.581  5.694  3.733
       2092  8  -7.9  0.330  5.537  4.078
       2092  8  -9.8  0.451  6.218  4.517
       2092  8  -8.9  0.534  5.852  3.985
       2092  8  -6.3  0.517  4.835  3.002
       2092  8  -5.9  0.214  4.678  3.451
       2092  8  -7.6  0.155  5.391  4.282
       2092  8  -9.8  0.574  6.251  4.304
       2092  8  -8.0  0.469  5.549  3.811
       2092  8  -7.5  0.458  5.277  3.564
       2092  8  -8.8  0.442  5.789  4.107
       2092  8  -7.4  0.524  5.235  3.388
       2092  8  -8.2  0.474  5.511  3.765
       2092  8  -6.7  0.281  5.082  3.722
       2092  8  -8.5  0.459  5.644  3.927
       2092  8  -7.9  0.469  5.571  3.834
       2092  8  -8.8  0.276  5.800  4.450
       2092  8  -8.6  0.532  5.895  4.033
       2092  8  -7.4  0.322  5.238  3.796
       2092  8  -7.8  0.545  5.435  3.547
       2092  8  -7.2  0.457  5.353  3.641
       2092  8  -8.5  0.375  5.778  4.230
       2092  8  -5.8  0.201  4.579  3.378
       2092  8  -7.7  0.482  5.579  3.818
       2092  8  -8.4  0.289  5.776  4.400
       2092  8  -8.1  0.369  5.496  3.960
       2092  8  -7.8  0.531  5.746  3.885
       2092  8  -6.7  0.315  5.191  3.762
       2092  8  -6.9  0.620  5.078  3.040
       2092  8  -6.7  0.122  4.975  3.932
       2092  8  -8.2  0.368  5.514  3.980
       2092  8  -7.2  0.341  5.117  3.638
       2092  8  -5.9  0.501  4.558  2.759
       2092  8  -8.8  0.486  6.022  4.251
       2092  8  -7.7  0.500  5.343  3.546
       2092  8  -6.6  0.661  5.155  3.034
       2092  8  -6.3  0.635  5.030  2.962
       2092  8  -6.5  0.480  4.894  3.136
       2092  8  -7.9  0.862  5.706  3.185
       2092  8  -8.3  0.581  5.946  3.986
       2092  8  -7.6  0.213  5.636  4.411
       2092  8  -7.1  0.497  5.095  3.303
       2092  8  -5.2  0.521  4.782  2.943
       2092  8  -6.5  0.588  5.104  3.129
       2092  8  -6.9  0.474  4.999  3.252
       2092  8  -7.2  0.512  5.109  3.288
       2092  8  -5.2  0.259  4.767  3.452
       2092  8  -6.0  0.485  4.617  2.850
       2092  8  -9.1  0.505  6.020  4.212
       2092  8  -5.3  0.224  4.475  3.229
       2092  8  -7.3  0.273  5.254  3.911
       2092  8  -7.5  0.603  5.506  3.501
       2092  8  -8.4  0.479  5.624  3.867
       2092  8  -6.0  0.409  4.633  3.016
       2092  8  -7.3  0.469  5.502  3.765
       2092  8  -7.3  0.658  5.273  3.159
       2092  8  -6.3  0.411  4.971  3.351
       2092  8  -7.3  0.088  5.216  4.241
       2092  8  -9.3  0.513  6.010  4.187
       2092  8  -7.9  0.586  5.643  3.673
       2092  8  -8.8  0.304  5.835  4.429
       2092  8  -8.5  0.607  5.759  3.746
       2092  8  -7.0  0.668  5.466  3.332
       2092  8  -5.6  0.594  4.956  2.970
       2092  8  -5.2  0.376  4.384  2.833
       2092  8  -5.7  0.515  4.518  2.689
       2092  8  -7.4  0.718  5.220  2.987
       2092  8  -8.5  0.508  5.858  4.044
       2092  8  -6.1  0.483  4.679  2.914
       2092  8  -8.5  0.837  6.040  3.569
       2092  8  -5.9  0.367  4.757  3.226
       2092  8  -5.4  0.365  4.518  2.991
        369  8  -8.7  0.368  5.748  4.213
        369  8  -7.8  0.820  5.348  2.911
        369  8  -5.7  0.620  4.938  2.899
        369  8  -6.9  0.287  5.088  3.715
        369  8  -9.0  0.252  5.900  4.598
        369  8  -7.9  0.437  5.611  3.939
        369  8  -7.8  0.139  5.410  4.333
        369  8  -7.4  0.409  5.212  3.596
        369  8  -7.4  0.366  5.389  3.859
        369  8  -8.1  0.329  5.615  4.160
        369  8  -7.6  0.251  5.345  4.045
        369  8  -8.5  0.290  5.819  4.441
        369  8  -8.8  0.351  6.002  4.502
        369  8  -8.7  0.333  5.770  4.306
        369  8  -7.8  0.405  5.450  3.841
        369  8  -7.8  0.381  5.480  3.919
        369  8  -7.5  0.447  5.342  3.649
        369  8  -7.7  0.363  5.515  3.991
        369  8  -9.2  0.595  5.940  3.953
        369  8  -6.8  0.679  5.268  3.112
        369  8  -9.2  0.415  5.964  4.336
        369  8  -5.3  0.314  4.547  3.120
        369  8  -7.6  0.307  5.447  4.035
        369  8  -9.0  0.425  6.175  4.526
        369  8  -6.4  0.358  4.781  3.266
        369  8  -8.4  0.515  5.634  3.805
        369  8  -9.9  0.558  6.264  4.350
        369  8  -7.1  0.173  5.245  4.101
        369  8  -8.5  0.500  6.049  4.251
        369  8  -8.0  0.615  5.483  3.455
        369  8  -7.6  0.135  5.405  4.336
        369  8  -6.1  0.537  4.688  2.817
        369  8  -7.7  0.398  5.514  3.919
        369  8  -8.8  0.495  5.754  3.966
        369  8  -9.7  0.513  6.137  4.314
        369  8  -7.5  0.416  5.336  3.707
        369  8  -8.5  0.536  5.886  4.016
        369  8  -8.3  0.349  5.824  4.327
        369  8  -8.8  0.447  5.782  4.090
        369  8  -9.2  0.397  6.062  4.469
        369  8  -7.9  0.264  5.394  4.067
        369  8  -5.7  0.641  4.982  2.901
        369  8  -7.3  0.457  5.240  3.528
        369  8  -7.8  0.525  5.693  3.845
        369  8  -9.3  0.396  6.215  4.626
        369  8  -7.9  0.239  5.693  4.417
        369  8  -6.7  0.387  5.157  3.586
        369  8  -6.8  0.378  5.199  3.645
        369  8  -8.5  0.398  5.856  4.262
        369  8  -6.0  0.360  4.709  3.191
        369  8  -6.9  0.719  5.362  3.126
        369  8  -9.2  0.438  6.204  4.530
        369  8  -5.3  0.502  4.419  2.616
        369  8  -5.7  0.395  4.552  2.964
        369  8  -5.6  0.514  4.532  2.707
        369  8  -6.2  0.446  4.735  3.044
        369  8  -7.9  0.355  5.754  4.245
        369  8  -7.3  0.553  5.178  3.273
        369  8  -5.6  0.368  4.697  3.163
        369  8  -8.8  0.634  6.006  3.940
        369  8  -5.4  0.530  4.502  2.643
        369  8  -9.1  0.404  5.945  4.338
        369  8  -8.4  0.486  5.959  4.188
        369  8  -7.9  0.314  5.398  3.971
        369  8  -7.6  0.535  5.318  3.449
        369  8  -8.1  0.416  5.795  4.166
        369  8  -9.3  0.592  5.977  3.994
        369  8  -8.3  0.505  5.835  4.028
        369  8  -9.0  0.554  5.884  3.978
        369  8  -8.3  0.693  5.552  3.368
        369  8  -8.4  0.280  5.773  4.414
        369  8  -6.0  0.258  4.675  3.361
        369  8  -5.4  0.469  4.757  3.020
        369  8  -6.3  0.337  4.876  3.403
        369  8  -6.1  0.335  5.127  3.658
        369  8  -8.3  0.749  5.621  3.325
        369  8  -7.5  0.350  5.394  3.896
        369  8  -7.0  0.475  5.306  3.557
        369  8  -6.5  0.362  4.832  3.309
        369  8  -7.2  0.770  5.141  2.803
        369  8  -7.2  0.294  5.352  3.967
        369  8  -5.8  0.378  4.534  2.980
        369  8  -7.7  0.316  5.395  3.964
        369  8  -8.6  0.356  5.685  4.174
        369  8  -7.4  0.414  5.489  3.864
        369  8  -9.0  0.365  6.007  4.480
        369  8  -8.2  0.533  5.529  3.666
        369  8  -7.3  0.499  5.217  3.421
        369  8  -6.9  0.778  5.423  3.069
        369  8 -10.5  0.522  6.606  4.764
        369  8  -7.0  0.523  5.278  3.434
        369  8  -9.4  0.440  6.151  4.474
        369  8  -9.2  0.378  5.972  4.418
        369  8  -6.9  0.488  5.172  3.398
        369  8  -8.1  0.465  5.557  3.828
        369  8  -7.2  0.511  5.353  3.532
        369  8  -7.9  0.319  5.721  4.286
        369  8  -6.8  0.789  5.391  3.016
        369  8  -8.4  0.537  5.859  3.986
        369  8  -8.0  0.575  5.444  3.497
        369  8  -8.8  0.663  5.770  3.647
        369  8  -6.1  0.476  4.659  2.909
        369  8  -8.0  0.499  5.518  3.722
        369  8  -7.8  0.707  5.448  3.236
        369  8  -5.4  0.496  4.792  3.002
        369  8 -10.0  0.369  6.271  4.734
        369  8  -7.6  0.332  5.344  3.883
        369  8  -7.3  0.626  5.167  3.117
        369  8  -7.9  0.391  5.671  4.091
        369  8  -7.0  0.276  5.072  3.722
        369  8  -8.3  0.555  5.712  3.803
        369  8  -7.7  0.431  5.498  3.838
        369  8  -8.6  0.576  6.044  4.094
        369  8  -8.7  0.556  5.900  3.989
        369  8  -8.6  0.520  5.778  3.940
        369  8  -7.3  0.436  5.395  3.725
        369  8  -9.7  0.484  6.342  4.576
        369  8  -7.8  0.365  5.475  3.948
        369  8  -7.0  0.748  5.099  2.804
        369  8  -7.4  0.600  5.362  3.364
        369  8  -8.2  0.743  5.740  3.455
        369  8  -8.3  0.626  5.810  3.760
        369  8  -8.3  0.378  5.837  4.283
        369  8  -7.0  0.465  5.213  3.484
        369  8  -8.3  0.363  5.704  4.180
        369  8 -10.1  0.371  6.498  4.958
        369  8  -7.4  0.525  5.593  3.744
        369  8  -6.9  0.587  5.318  3.346
        369  8  -7.9  0.439  5.669  3.993
        369  8  -7.5  0.478  5.418  3.663
        369  8 -10.1  0.591  6.397  4.417
        369  8  -6.5  0.584  5.057  3.090
        369  8  -8.6  0.454  5.775  4.070
        369  8  -7.2  0.410  5.281  3.663
        369  8  -8.9  0.555  6.059  4.150
        369  8  -9.0  0.597  6.101  4.108
        369  8 -10.5  0.561  6.515  4.596
        369  8  -7.5  0.454  5.375  3.669
        369  8  -6.3  0.382  4.825  3.263
        369  8  -7.3  0.826  5.487  3.037
        369  8  -6.1  0.550  4.688  2.790
        369  8  -7.2  0.322  5.140  3.698
        369  8  -5.4  0.461  4.433  2.714
        369  8  -5.5  0.594  4.871  2.885
        369  8  -8.2  0.371  5.801  4.260
        369  8  -8.9  0.434  5.807  4.141
        369  8  -7.5  0.512  5.402  3.581
        369  8  -6.2  0.616  4.713  2.683
        369  8  -7.5  0.468  5.246  3.511
        369  8  -6.4  0.522  4.888  3.046
        369  8  -7.7  0.623  5.356  3.311
        369  8  -9.3  0.618  6.128  4.095
        369  8  -8.0  0.582  5.479  3.516
        369  8  -7.6  0.802  5.481  3.080
        369  8  -7.5  0.496  5.444  3.653
        369  8  -7.4  0.782  5.205  2.844
        369  8  -6.5  0.740  5.329  3.051
        369  8  -8.8  0.509  6.031  4.213
        369  8  -8.4  0.402  5.602  4.000
        369  8  -6.9  0.730  5.378  3.120
        369  8  -7.3  0.593  5.403  3.418
        369  8  -6.6  0.525  4.997  3.149
        369  8  -8.7  0.487  5.761  3.988
        369  8  -8.7  0.468  5.991  4.257
        369  8  -8.9  0.738  5.824  3.550
        369  8  -7.2  0.766  5.604  3.274
        369  8  -8.3  0.619  5.772  3.735
        369  8  -9.3  0.665  6.141  4.013
        369  8  -7.5  0.448  5.315  3.622
        369  8  -6.7  0.555  5.047  3.139
        369  8  -8.4  0.771  5.585  3.244
        369  8  -8.8  0.365  5.923  4.396
        369  8  -7.5  0.570  5.306  3.368
        369  8  -9.6  0.558  6.091  4.177
        369  8  -7.9  0.454  5.524  3.817
        369  8  -7.5  0.520  5.335  3.498
        369  8  -7.4  0.788  5.357  2.984
        369  8  -5.4  0.505  4.478  2.671
        369  8  -8.1  0.691  5.650  3.469
        759  8  -8.7  0.390  5.846  4.268
        759  8  -7.7  0.392  5.638  4.056
        759  8  -7.2  0.408  5.107  3.492
        759  8  -7.1  0.288  5.232  3.857
        759  8 -11.4  0.364  6.802  5.276
        759  8  -9.3  0.287  5.997  4.624
        759  8  -7.1  0.435  5.192  3.524
        759  8  -8.7  0.362  5.700  4.179
        759  8  -7.9  0.215  5.480  4.251
        759  8  -8.2  0.803  5.520  3.115
        759  8  -8.7  0.266  5.754  4.423
        759  8  -6.9  0.645  5.467  3.379
        759  8  -7.3  0.408  5.259  3.645
        759  8  -8.5  0.426  5.711  4.061
        759  8  -7.1  0.525  5.056  3.207
        759  8  -6.7  0.497  4.981  3.187
        759  8  -7.2  0.167  5.251  4.118
        759  8  -7.2  0.690  5.118  2.940
        759  8 -10.2  0.418  6.392  4.758
        759  8  -8.2  0.446  5.602  3.911
        759  8  -8.9  0.444  5.841  4.155
        759  8 -10.6  0.898  6.513  3.920
        759  8  -6.3  0.454  4.988  3.283
        759  8  -8.9  0.181  5.989  4.828
        759  8  -6.9  0.384  5.155  3.588
        759  8  -8.9  0.564  5.805  3.878
        759  8  -8.0  0.537  5.539  3.667
        759  8  -6.5  0.262  4.897  3.576
        759  8  -6.3  0.180  5.025  3.867
        759  8  -7.1  0.211  5.397  4.176
        759  8  -9.5  0.528  6.145  4.291
        759  8  -9.1  0.420  5.946  4.309
        759  8  -6.4  0.421  4.829  3.189
        759  8  -5.6  0.542  4.925  3.043
        759  8  -8.0  0.342  5.778  4.296
        759  8  -9.5  0.321  6.150  4.709
        759  8  -7.3  0.152  5.213  4.112
        759  8  -8.3  0.454  5.696  3.990
        759  8  -8.7  0.435  5.816  4.148
        759  8  -6.7  0.408  5.081  3.467
        759  8  -7.1  0.118  5.440  4.405
        759  8  -6.1  0.620  4.871  2.834
        759  8  -7.7  0.535  5.648  3.780
        759  8  -8.0  0.290  5.756  4.377
        759  8  -6.7  0.416  5.127  3.498
        759  8  -5.9  0.578  4.981  3.027
        759  8  -8.5  0.705  6.022  3.814
        759  8  -9.7  0.587  6.219  4.248
        759  8  -7.2  0.333  5.232  3.767
        759  8  -7.7  0.421  5.411  3.771
        759  8  -7.7  0.254  5.430  4.124
        759  8  -8.9  0.425  5.889  4.240
        759  8  -6.5  0.294  5.073  3.688
        759  8  -8.3  0.509  5.577  3.760
        759  8  -6.3  0.337  5.078  3.605
        759  8  -5.5  0.537  4.585  2.713
        759  8  -7.9  0.250  5.604  4.306
        759  8  -7.5  0.083  5.512  4.549
        759  8  -6.3  0.352  4.797  3.296
        759  8  -9.1  0.458  5.927  4.213
        759  8  -8.3  0.607  5.602  3.590
        759  8  -8.5  0.329  5.736  4.281
        759  8  -7.4  0.349  5.229  3.732
        759  8  -6.0  0.221  4.673  3.433
        759  8  -7.5  0.737  5.273  3.000
        759  8  -7.2  0.274  5.459  4.113
        759  8  -7.7  0.449  5.560  3.864
        759  8  -7.5  0.351  5.279  3.779
        759  8  -9.0  0.578  5.947  3.992
        759  8  -8.7  0.272  5.895  4.553
        759  8  -5.4  0.500  4.433  2.636
        759  8  -9.8  0.439  6.416  4.740
        759  8  -8.4  0.470  5.640  3.901
        759  8  -7.6  0.366  5.274  3.744
        759  8  -9.4  0.471  6.016  4.276
        759  8  -9.9  0.405  6.240  4.632
        759  8  -8.3  0.490  5.748  3.970
        759  8  -5.5  0.442  4.700  3.018
        759  8  -8.0  0.332  5.748  4.286
        759  8  -6.2  0.165  4.894  3.767
        759  8  -5.7  0.367  4.962  3.430
        759  8  -7.8  0.172  5.539  4.397
        759  8  -8.7  0.496  5.739  3.948
        759  8  -6.4  0.641  5.247  3.167
        759  8  -6.7  0.245  4.914  3.626
        759  8  -8.7  0.568  5.978  4.043
        759  8  -6.1  0.532  4.750  2.888
        759  8  -6.9  0.623  5.058  3.014
        759  8  -8.8  0.390  6.054  4.475
        759  8  -6.5  0.437  4.875  3.202
        759  8  -7.2  0.601  5.156  3.155
        759  8  -7.9  0.446  5.576  3.885
        759  8  -8.0  0.358  5.478  3.963
        759  8  -7.2  0.396  5.139  3.548
        759  8  -6.4  0.445  4.787  3.098
        759  8  -8.7  0.411  6.010  4.390
        759  8  -7.7  0.387  5.447  3.874
        759  8  -8.5  0.578  5.861  3.908
        759  8  -7.1  0.472  5.101  3.359
        759  8  -7.5  0.409  5.332  3.717
        759  8  -7.5  0.403  5.266  3.661
        759  8  -7.4  0.391  5.214  3.632
        759  8  -8.6  0.463  5.713  3.989
        759  8  -8.5  0.368  5.658  4.123
        759  8  -6.6  0.411  4.881  3.260
        759  8  -8.0  0.571  5.474  3.534
        759  8  -8.4  0.518  5.897  4.063
        759  8  -8.6  0.370  5.753  4.215
        759  8  -7.5  0.609  5.365  3.347
        759  8  -6.9  0.479  5.173  3.416
        759  8  -8.6  0.569  5.718  3.782
        759  8  -8.9  0.643  6.008  3.924
        759  8  -6.8  0.345  4.945  3.456
        759  8  -8.7  0.474  5.723  3.976
        759  8  -6.7  0.357  4.914  3.402
        759  8  -8.1  0.474  5.490  3.745
        759  8  -8.1  0.390  5.528  3.950
        759  8  -7.2  0.707  5.411  3.198
        759  8  -9.5  0.579  6.077  4.121
        759  8  -7.5  0.648  5.270  3.175
        759  8  -7.9  0.348  5.393  3.898
        759  8  -6.8  0.618  4.974  2.939
        759  8  -7.3  0.443  5.387  3.703
        759  8  -8.2  0.476  5.556  3.806
        759  8  -7.5  0.302  5.376  3.975
        759  8  -7.7  0.476  5.472  3.722
        759  8  -8.1  0.566  5.500  3.569
        759  8  -5.7  0.329  4.508  3.052
        759  8  -6.1  0.609  4.819  2.802
        759  8  -7.8  0.408  5.659  4.045
        759  8  -6.8  0.674  5.032  2.885
        759  8  -7.9  0.694  5.399  3.213
        759  8  -7.3  0.180  5.367  4.209
        759  8  -5.1  0.311  4.453  3.033
        759  8  -6.5  0.628  4.950  2.896
        759  8  -7.0  0.345  5.113  3.624
        759  8  -6.8  0.544  4.988  3.102
        759  8  -7.7  0.384  5.493  3.926
        759  8  -8.5  0.520  5.657  3.820
        759  8  -8.7  0.357  5.864  4.352
        759  8  -7.8  0.257  5.360  4.048
        759  8  -7.6  0.357  5.365  3.853
        759  8  -8.6  0.451  5.930  4.230
        759  8  -5.3  0.447  4.394  2.702
        759  8  -6.9  0.391  5.038  3.457
        759  8  -7.6  0.398  5.388  3.792
        759  8  -7.0  0.289  5.087  3.710
        759  8  -7.9  0.557  5.540  3.628
        759  8  -7.2  0.556  5.113  3.202
        759  8  -8.2  0.912  5.816  3.194
        759  8  -6.2  0.606  5.208  3.198
        759  8  -6.0  0.585  5.029  3.061
        759  8  -7.7  0.491  5.385  3.604
        759  8  -7.2  0.418  5.160  3.526
        759  8  -7.5  0.673  5.514  3.369
        759  8  -7.6  0.414  5.376  3.750
        759  8  -6.6  0.475  4.917  3.170
        759  8  -8.0  0.332  5.649  4.188
        759  8  -7.1  0.530  5.186  3.328
        759  8  -7.8  0.530  5.357  3.498
        759  8  -6.1  0.451  4.914  3.215
        759  8  -8.4  0.373  5.604  4.059
        759  8  -5.7  0.126  4.825  3.774
        759  8  -7.9  0.640  5.368  3.289
        759  8  -8.1  0.696  5.480  3.289
        759  8  -9.3  0.429  6.269  4.614
        759  8  -5.6  0.500  4.504  2.707
        759  8  -7.7  0.792  5.329  2.947
        759  8  -6.7  0.045  5.044  4.155
        759  8  -7.4  0.451  5.212  3.511
        759  8  -9.0  0.488  5.845  4.071
        759  8  -8.0  0.351  5.461  3.961
       1692  8  -9.1  0.266  6.115  4.785
       1692  8  -9.1  0.543  5.917  4.034
       1692  8  -9.4  0.409  6.009  4.393
       1692  8  -9.6  0.554  6.097  4.190
       1692  8  -9.4  0.380  6.155  4.597
       1692  8  -8.0  0.375  5.434  3.886
       1692  8  -7.4  0.294  5.229  3.844
       1692  8  -8.9  0.545  5.843  3.956
       1692  8  -6.2  0.387  5.082  3.509
       1692  8  -5.3  0.362  4.662  3.139
       1692  8  -8.4  0.407  5.993  4.382
       1692  8  -7.4  0.235  5.624  4.356
       1692  8  -7.2  0.384  5.268  3.703
       1692  8  -9.2  0.324  5.969  4.522
       1692  8  -9.5  0.601  6.420  4.420
       1692  8  -8.5  0.605  5.661  3.652
       1692  8  -8.7  0.707  5.735  3.524
       1692  8  -8.1  0.354  5.795  4.289
       1692  8  -6.6  0.365  4.851  3.322
       1692  8  -7.4  0.384  5.212  3.647
       1692  8  -8.8  0.607  6.101  4.089
       1692  8  -8.2  0.377  5.803  4.251
       1692  8  -5.8  0.352  4.662  3.161
       1692  8  -7.9  0.486  5.450  3.679
       1692  8  -6.9  0.762  5.443  3.121
       1692  8  -6.5  0.414  4.874  3.248
       1692  8  -8.1  0.592  5.857  3.875
       1692  8  -6.9  0.243  5.010  3.726
       1692  8  -8.9  0.396  6.187  4.596
